"base",,,,,,,"tool",,,,,,,"time",
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.016312,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03392,
0.125,0.08201,-1.5493,0.46813,0.73324,0.35882,0.33832,-0.14107,0.22934,-1.4829,0.67109,-0.47926,-0.39275,0.40705,0.060074,
0.12501,0.082,-1.5493,0.46746,0.73369,0.35894,0.33814,-0.14108,0.22933,-1.4829,0.67098,-0.47935,-0.39294,0.40695,0.07679,
0.12502,0.08199,-1.5493,0.46733,0.73384,0.35882,0.33812,-0.14107,0.22933,-1.4828,0.67098,-0.47935,-0.39294,0.40695,0.09343,
0.12501,0.082,-1.5493,0.46765,0.73358,0.35874,0.33834,-0.14107,0.22933,-1.4828,0.67127,-0.47895,-0.39264,0.40724,0.1181,
0.12502,0.08201,-1.5493,0.46775,0.73347,0.35893,0.33823,-0.14106,0.22934,-1.4829,0.67109,-0.47926,-0.39265,0.40715,0.14335,
0.12502,0.082,-1.5493,0.46735,0.73377,0.35874,0.33833,-0.14107,0.22935,-1.4829,0.67094,-0.47943,-0.39252,0.40732,0.16013,
0.12503,0.082,-1.5493,0.46742,0.73374,0.35892,0.33812,-0.14106,0.22933,-1.4829,0.67109,-0.47926,-0.39265,0.40715,0.1768,
0.12503,0.08199,-1.5493,0.46744,0.73376,0.35873,0.33823,-0.14106,0.22934,-1.4829,0.67094,-0.47943,-0.39272,0.40713,0.19346,
0.12502,0.08201,-1.5493,0.46755,0.73368,0.35894,0.33804,-0.14107,0.22934,-1.4829,0.67115,-0.47913,-0.39253,0.40733,0.21014,
0.12501,0.08201,-1.5493,0.46765,0.73358,0.35884,0.33824,-0.14107,0.22936,-1.4829,0.67085,-0.47954,-0.39263,0.40723,0.22678,
0.12502,0.082,-1.5493,0.46754,0.73366,0.35893,0.33813,-0.14107,0.22934,-1.4829,0.67097,-0.47935,-0.39254,0.40734,0.24747,
0.12502,0.08201,-1.5493,0.46788,0.73342,0.35876,0.33835,-0.14106,0.22934,-1.4828,0.67098,-0.47935,-0.39284,0.40705,0.2767,
0.12504,0.08202,-1.5493,0.46725,0.73387,0.35904,0.33793,-0.14106,0.22936,-1.4829,0.67094,-0.47943,-0.39262,0.40722,0.29348,
0.12503,0.08202,-1.5493,0.46759,0.73364,0.35897,0.33806,-0.14106,0.22934,-1.4829,0.67109,-0.47916,-0.39235,0.40755,0.31015,
0.12501,0.08198,-1.5493,0.46744,0.73367,0.35863,0.33853,-0.14108,0.22933,-1.4829,0.67115,-0.47913,-0.39273,0.40713,0.32681,
0.12501,0.082,-1.5493,0.46754,0.73366,0.35883,0.33823,-0.14107,0.22933,-1.4829,0.67135,-0.47893,-0.39263,0.40713,0.34368,
0.125,0.08201,-1.5493,0.46763,0.73365,0.35863,0.33832,-0.14107,0.22936,-1.4829,0.67109,-0.47926,-0.39265,0.40715,0.36015,
0.12501,0.08201,-1.5493,0.46754,0.73366,0.35873,0.33833,-0.14106,0.22934,-1.4829,0.67097,-0.47935,-0.39264,0.40724,0.37681,
0.12503,0.08199,-1.5493,0.46736,0.7338,0.35875,0.33825,-0.14105,0.22931,-1.4828,0.67106,-0.47924,-0.39284,0.40704,0.39349,
0.12502,0.08201,-1.5493,0.46766,0.7336,0.35895,0.33805,-0.14105,0.22933,-1.4828,0.67109,-0.47926,-0.39275,0.40705,0.41014,
0.12502,0.08203,-1.5494,0.46782,0.73344,0.35882,0.33832,-0.14107,0.22937,-1.4829,0.67077,-0.47955,-0.39284,0.40714,0.42683,
0.12501,0.08201,-1.5493,0.46776,0.7335,0.35885,0.33824,-0.14106,0.22935,-1.4828,0.67086,-0.47944,-0.39284,0.40714,0.4435,
0.12501,0.08199,-1.5493,0.46765,0.73358,0.35884,0.33824,-0.14107,0.22933,-1.4829,0.67095,-0.47933,-0.39273,0.40723,0.46016,
0.12502,0.082,-1.5493,0.46725,0.73388,0.35874,0.33824,-0.14107,0.22934,-1.4828,0.67109,-0.47917,-0.39265,0.40726,0.47683,
0.12501,0.08203,-1.5493,0.46763,0.73365,0.35892,0.33802,-0.14107,0.22936,-1.4829,0.67083,-0.47952,-0.39272,0.40722,0.49351,
